total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_primary_timeout_100_total_requests,scenario_primary_timeout_100_availability,scenario_primary_timeout_100_error_rate,scenario_primary_timeout_100_latency_p50_ms,scenario_primary_timeout_100_latency_p95_ms,scenario_primary_timeout_100_latency_p99_ms,scenario_primary_timeout_100_fallback_success_rate,scenario_primary_timeout_100_cache_hit_rate,scenario_primary_timeout_100_circuit_open_count,scenario_primary_timeout_100_recovery_time_ms,scenario_primary_timeout_100_estimated_cost,scenario_primary_timeout_100_estimated_cost_saved,scenario_primary_flaky_50_total_requests,scenario_primary_flaky_50_availability,scenario_primary_flaky_50_error_rate,scenario_primary_flaky_50_latency_p50_ms,scenario_primary_flaky_50_latency_p95_ms,scenario_primary_flaky_50_latency_p99_ms,scenario_primary_flaky_50_fallback_success_rate,scenario_primary_flaky_50_cache_hit_rate,scenario_primary_flaky_50_circuit_open_count,scenario_primary_flaky_50_recovery_time_ms,scenario_primary_flaky_50_estimated_cost,scenario_primary_flaky_50_estimated_cost_saved,scenario_all_healthy_total_requests,scenario_all_healthy_availability,scenario_all_healthy_error_rate,scenario_all_healthy_latency_p50_ms,scenario_all_healthy_latency_p95_ms,scenario_all_healthy_latency_p99_ms,scenario_all_healthy_fallback_success_rate,scenario_all_healthy_cache_hit_rate,scenario_all_healthy_circuit_open_count,scenario_all_healthy_recovery_time_ms,scenario_all_healthy_estimated_cost,scenario_all_healthy_estimated_cost_saved
300,0.9967,0.0033,266.91,322.62,331.02,0.9839,0.62,9,2522.9886770248413,0.05407,0.186,pass,pass,pass,100,1.0,0.0,299.4,322.31,324.84,1.0,0.67,5,,0.012042,0.067,100,0.99,0.01,279.14,326.44,333.03,0.9655,0.58,4,2522.9886770248413,0.018418,0.058,100,1.0,0.0,221.52,241.62,245.2,0.0,0.61,0,,0.02361,0.061
